Site,Year,SNP_ID,SNP_Freq
North,2010,CE10_chr1_12281151,0.4444444
North,2011,CE10_chr1_12281151,0.67857143
North,2012,CE10_chr1_12281151,0.5000000
North,2013,CE10_chr1_12281151,0.5000000
North,2014,CE10_chr1_12281151,0.6315789
North,2015,CE10_chr1_12281151,0.46551724
North,2016,CE10_chr1_12281151,0.4729730
North,2010,CE10_chr1_36694772,1.0000000
North,2011,CE10_chr1_36694772,1.00000000
North,2012,CE10_chr1_36694772,1.0000000
North,2013,CE10_chr1_36694772,NA
North,2014,CE10_chr1_36694772,1.0000000
North,2015,CE10_chr1_36694772,1.00000000
North,2016,CE10_chr1_36694772,1.0000000
North,2010,CE10_chr1_38232002,0.5555556
North,2011,CE10_chr1_38232002,0.62500000
North,2012,CE10_chr1_38232002,0.6562500
North,2013,CE10_chr1_38232002,0.6666667
North,2014,CE10_chr1_38232002,0.4375000
North,2015,CE10_chr1_38232002,0.68965517
North,2016,CE10_chr1_38232002,0.7121212
North,2010,CE10_chr1_41378208,0.4736842
North,2011,CE10_chr1_41378208,0.57142857
North,2012,CE10_chr1_41378208,0.6562500
North,2013,CE10_chr1_41378208,0.6666667
North,2014,CE10_chr1_41378208,0.2894737
North,2015,CE10_chr1_41378208,0.46774194
North,2016,CE10_chr1_41378208,0.5138889
North,2010,CE10_chr2_18732,1.0000000
North,2011,CE10_chr2_18732,NA
North,2012,CE10_chr2_18732,1.0000000
North,2013,CE10_chr2_18732,1.0000000
North,2014,CE10_chr2_18732,0.6666667
North,2015,CE10_chr2_18732,1.00000000
North,2016,CE10_chr2_18732,1.0000000
North,2010,CE10_chr2_6115905,0.5789474
North,2011,CE10_chr2_6115905,0.75000000
North,2012,CE10_chr2_6115905,0.6785714
North,2013,CE10_chr2_6115905,0.5000000
North,2014,CE10_chr2_6115905,0.6578947
North,2015,CE10_chr2_6115905,0.59677419
North,2016,CE10_chr2_6115905,0.5921053
North,2010,CE10_chr2_17620653,0.3157895
North,2011,CE10_chr2_17620653,0.04166667
North,2012,CE10_chr2_17620653,0.3214286
North,2013,CE10_chr2_17620653,0.0000000
North,2014,CE10_chr2_17620653,0.4642857
North,2015,CE10_chr2_17620653,0.43103448
North,2016,CE10_chr2_17620653,0.3870968
North,2010,CE10_chr2_21158315,1.0000000
North,2011,CE10_chr2_21158315,1.00000000
North,2012,CE10_chr2_21158315,1.0000000
North,2013,CE10_chr2_21158315,1.0000000
North,2014,CE10_chr2_21158315,0.9722222
North,2015,CE10_chr2_21158315,1.00000000
North,2016,CE10_chr2_21158315,1.0000000
North,2010,CE10_chr2_43404989,0.9444444
North,2011,CE10_chr2_43404989,0.72727273
North,2012,CE10_chr2_43404989,0.8000000
North,2013,CE10_chr2_43404989,1.0000000
North,2014,CE10_chr2_43404989,0.7777778
North,2015,CE10_chr2_43404989,0.83870968
North,2016,CE10_chr2_43404989,0.9729730
North,2010,CE10_chr2_46746790,0.2222222
North,2011,CE10_chr2_46746790,0.71428571
North,2012,CE10_chr2_46746790,0.2812500
North,2013,CE10_chr2_46746790,0.1666667
North,2014,CE10_chr2_46746790,0.5277778
North,2015,CE10_chr2_46746790,0.24193548
North,2016,CE10_chr2_46746790,0.2027027
North,2010,CE10_chr3_2809140,0.0000000
North,2011,CE10_chr3_2809140,0.00000000
North,2012,CE10_chr3_2809140,0.0000000
North,2013,CE10_chr3_2809140,0.0000000
North,2014,CE10_chr3_2809140,0.0625000
North,2015,CE10_chr3_2809140,0.00000000
North,2016,CE10_chr3_2809140,0.0000000
North,2010,CE10_chr3_9253984,0.7368421
