Site,snp_ID,Slope
North,CE10_chr1_865732,-0.13389826687013104
Centre,CE10_chr1_865732,-0.05273030266970211
South,CE10_chr1_865732,0.1849353326794033
North,CE10_chr1_4675850,-0.6621369694292456
Centre,CE10_chr1_4675850,2.685417941711255e-7
South,CE10_chr1_4675850,4.572870506816918e-14
North,CE10_chr1_41675448,0.028618717621128956
Centre,CE10_chr1_41675448,0.06909995290636045
South,CE10_chr1_41675448,-0.12008902861972809
North,CE10_chr1_41675470,0.001788678829463512
Centre,CE10_chr1_41675470,0.06187521884925862
South,CE10_chr1_41675470,-0.1270448151697908
North,CE10_chr1_41676505,0.1213290612666413
Centre,CE10_chr1_41676505,0.13823072448872384
South,CE10_chr1_41676505,-0.12842269312532717
North,CE10_chr1_41676527,0.06591210102772296
Centre,CE10_chr1_41676527,0.1256881946092945
South,CE10_chr1_41676527,-0.09754690568042039
North,CE10_chr2_2890930,1.8639140672961094e-15
Centre,CE10_chr2_2890930,-2.9976366123004463e-15
South,CE10_chr2_2890930,-0.8582745125847744
North,CE10_chr2_13563156,-0.6640924046334806
Centre,CE10_chr2_13563156,0.14695671374969482
South,CE10_chr2_13563156,19.630930648305295
North,CE10_chr2_41091592,-0.05016422038450438
Centre,CE10_chr2_41091592,-0.12619420567293987
South,CE10_chr2_41091592,-0.015369405604597769
North,CE10_chr2_44949494,-0.09380025937784697
Centre,CE10_chr2_44949494,0.25414984131666374
South,CE10_chr2_44949494,-0.7466382128515182
North,CE10_chr4_45367078,0.15587648414919775
Centre,CE10_chr4_45367078,-0.13352991960597746
South,CE10_chr4_45367078,2.685417941711255e-7
North,CE10_chr5_6592466,0.14284288521326674
Centre,CE10_chr5_6592466,0.14604918915438855
South,CE10_chr5_6592466,-0.04884003543385301
North,CE10_chr5_35111467,2.685417941711255e-7
Centre,CE10_chr5_35111467,2.685417941711255e-7
South,CE10_chr5_35111467,-8.523494883913417e-9
North,CE10_chr6_257233,0.005355523547539459
Centre,CE10_chr6_257233,-0.18793933371677607
South,CE10_chr6_257233,0.020598817999962025
North,CE10_chr6_1416066,0.027764998233948752
Centre,CE10_chr6_1416066,-0.3051453031399927
South,CE10_chr6_1416066,-0.0017313754096427987
North,CE10_chr6_2752344,-0.019011346580378806
Centre,CE10_chr6_2752344,0.12466104890341108
South,CE10_chr6_2752344,-0.4929610708595805
North,CE10_chr6_8042005,0.4215994202735267
Centre,CE10_chr6_8042005,0.04292530604143234
South,CE10_chr6_8042005,-5.400516763159204e-15
North,CE10_chr6_60718601,0.07063939046804207
Centre,CE10_chr6_60718601,-0.018557665013679555
South,CE10_chr6_60718601,-0.18423716019978154
North,CE10_chr7_11015414,-0.06231267608246988
Centre,CE10_chr7_11015414,-0.8360472014851252
South,CE10_chr7_11015414,-0.2934137018230187
North,CE10_chr7_11303734,2.685417941711255e-7
Centre,CE10_chr7_11303734,2.685417941711255e-7
South,CE10_chr7_11303734,-0.27452224877933334
North,CE10_chr7_18760873,-5.400516763159204e-15
Centre,CE10_chr7_18760873,-19.90251476175611
South,CE10_chr7_18760873,0.12262799535385795
North,CE10_chr7_23731913,0.40242543179291873
Centre,CE10_chr7_23731913,0.7410140043122793
South,CE10_chr7_23731913,2.685417941711255e-7
North,CE10_chr7_28948567,-0.0033408091024969278
Centre,CE10_chr7_28948567,-0.18785262477718218
South,CE10_chr7_28948567,0.4928612337664089
North,CE10_chr7_29391174,-0.10570290865517264
Centre,CE10_chr7_29391174,-0.16431709834586422
South,CE10_chr7_29391174,0.5979806578921343
North,CE10_chr7_29724587,-0.13738732820851512
Centre,CE10_chr7_29724587,-0.26507102903003354
South,CE10_chr7_29724587,0.500485928055976
North,CE10_chr7_29733752,-0.2983220842482056
Centre,CE10_chr7_29733752,-0.1920910687332107
South,CE10_chr7_29733752,0.4743663999082548
North,CE10_chr7_30016447,0.053395820839736104
Centre,CE10_chr7_30016447,-0.020373152273993805
South,CE10_chr7_30016447,0.3680733846169498
North,CE10_chr7_30059557,-0.09811963392631205
Centre,CE10_chr7_30059557,-0.15881471770787162
South,CE10_chr7_30059557,0.3988887859032866
North,CE10_chr7_30096296,-0.16067164602227937
Centre,CE10_chr7_30096296,-0.17706279215472714
South,CE10_chr7_30096296,0.5602559363037093
North,CE10_chr7_30313559,0.04637776716832789
Centre,CE10_chr7_30313559,-0.2252364315152086
South,CE10_chr7_30313559,2.685417941711255e-7
North,CE10_chr7_30828465,-0.07562243078192094
Centre,CE10_chr7_30828465,-0.14881185199094005
South,CE10_chr7_30828465,0.451172414205193
North,CE10_chr7_40848773,-5.400516763159204e-15
Centre,CE10_chr7_40848773,-0.2655405290179762
South,CE10_chr7_40848773,0.16817870810845775
North,CE10_chr8_47752251,-0.03695802505898101
Centre,CE10_chr8_47752251,-0.17682648114581112
South,CE10_chr8_47752251,2.685417941711255e-7
