Site,snp_ID,Slope,env
1,CE10_chr1_865732,0.3850263715005135,MAT
1,CE10_chr1_41674533,0.22636946263304797,MAT
1,CE10_chr1_41675430,0.270796303361872,MAT
1,CE10_chr1_41675430,0.3177673179356202,MAT
1,CE10_chr1_41675430,0.23191932893079847,MAT
1,CE10_chr1_41675430,0.38123716927214335,MAT
1,CE10_chr1_41675430,0.22447053834590008,MAT
1,CE10_chr1_41675448,0.3177673179356202,MAT
1,CE10_chr1_41675448,0.3097977134023525,MAT
1,CE10_chr1_41675448,0.3107815453957855,MAT
1,CE10_chr1_41675470,0.29540293240412896,MAT
1,CE10_chr1_41675470,0.3097977134023525,MAT
1,CE10_chr1_41675470,0.28453724136887487,MAT
1,CE10_chr1_41675881,0.30907145223432797,MAT
1,CE10_chr2_13563156,0.2677850147021205,MAT
1,CE10_chr2_44949494,0.2640417991769502,MAT
1,CE10_chr2_44949494,0.3617537356710926,MAT
1,CE10_chr2_53388916,0.26678446287295937,MAT
1,CE10_chr2_53399591,0.20338628155119104,MAT
1,CE10_chr2_53401321,0.21254578150191583,MAT
1,CE10_chr5_6592466,0.2679009089253652,MAT
1,CE10_chr5_9882430,0.3040850885717302,MAT
1,CE10_chr5_47349886,0.2792120289138205,MAT
1,CE10_chr5_47349886,0.32115321784322726,MAT
1,CE10_chr6_257233,0.2769587053288935,MAT
1,CE10_chr6_2752344,0.39072285505946186,MAT
1,CE10_chr6_2752344,0.20903206312533804,MAT
1,CE10_chr6_2752344,0.275444459666712,MAT
1,CE10_chr6_2755792,0.3948650361336873,MAT
1,CE10_chr6_2755792,0.21969132582403497,MAT
1,CE10_chr6_2755792,0.27376373883352384,MAT
1,CE10_chr6_2755792,0.25688837599354636,MAT
1,CE10_chr6_2755852,0.3620938579669189,MAT
1,CE10_chr6_2755852,0.2948194180957129,MAT
1,CE10_chr6_8042005,0.3361912471070156,MAT
1,CE10_chr6_43994358,0.2179838053247961,MAT
1,CE10_chr6_60718601,0.24103631087838737,MAT
1,CE10_chr7_18760873,0.26412207973508717,MAT
1,CE10_chr7_23731913,0.3316223540265287,MAT
1,CE10_chr7_28948567,0.3948279494324842,MAT
1,CE10_chr7_29733752,0.29498397586081204,MAT
1,CE10_chr7_30059557,0.2969451941484967,MAT
1,CE10_chr7_30096296,0.23535396580531792,MAT
1,CE10_chr7_30103040,0.3354910434329687,MAT
1,CE10_chr7_30250512,0.22898751369737744,MAT
1,CE10_chr7_30305796,0.2758333451869778,MAT
1,CE10_chr7_30305796,0.20913833582896224,MAT
1,CE10_chr7_30307553,0.25648753061017743,MAT
1,CE10_chr7_30826932,0.2758333451869778,MAT
1,CE10_chr7_30828465,0.23199131601268952,MAT
1,CE10_chr7_39927553,0.2781146438139106,MAT
1,CE10_chr7_39927553,0.3241977187565379,MAT
1,CE10_chr7_45176171,0.25745164330525516,MAT
1,CE10_chr8_40080167,0.250731013597127,MAT
1,CE10_chr1_41675824,0.41087842276427367,MAT
1,CE10_chr1_41675881,0.4976178394884556,MAT
1,CE10_chr1_41676505,0.45330307500716854,MAT
1,CE10_chr1_41676505,0.40564188516435046,MAT
1,CE10_chr1_41676527,0.4248138447260639,MAT
1,CE10_chr1_41676527,0.4382339330374368,MAT
1,CE10_chr2_13563156,0.47864979064507424,MAT
1,CE10_chr2_44949494,0.5626204883112033,MAT
1,CE10_chr2_53399591,0.5325060137121022,MAT
1,CE10_chr5_9882430,0.4826343897738254,MAT
1,CE10_chr5_9882430,0.409745271773575,MAT
1,CE10_chr5_47349886,0.4096522087601075,MAT
1,CE10_chr6_257233,0.5110493787299984,MAT
1,CE10_chr6_1416066,0.43707655798559897,MAT
1,CE10_chr6_1416066,0.5110493787299984,MAT
1,CE10_chr6_60718601,0.4090436969316259,MAT
1,CE10_chr7_23731913,0.566620484351794,MAT
1,CE10_chr7_23731913,0.4462126721449146,MAT
1,CE10_chr7_28948567,0.5127312420423016,MAT
1,CE10_chr7_28981283,0.4123086990779634,MAT
1,CE10_chr7_28997091,0.5137824492793627,MAT
1,CE10_chr7_29107623,0.5066929299245775,MAT
1,CE10_chr7_29157516,0.4123086990779634,MAT
1,CE10_chr7_29209726,0.4123086990779634,MAT
1,CE10_chr7_29391174,0.47294877640131094,MAT
1,CE10_chr7_29724587,0.4123086990779634,MAT
1,CE10_chr7_29724587,0.5884118501299708,MAT
1,CE10_chr7_29729519,0.47294877640131094,MAT
1,CE10_chr7_29729519,0.5788390854130613,MAT
1,CE10_chr7_30015050,0.4123086990779634,MAT
1,CE10_chr7_30015050,0.5230166858233409,MAT
1,CE10_chr7_30016447,0.5066929299245775,MAT
1,CE10_chr7_30018325,0.47294877640131094,MAT
1,CE10_chr7_30059557,0.4123086990779634,MAT
1,CE10_chr7_30096296,0.4123086990779634,MAT
1,CE10_chr7_30103040,0.5230166858233409,MAT
1,CE10_chr7_30103040,0.5642779592106439,MAT
1,CE10_chr7_30250512,0.5137824492793627,MAT
1,CE10_chr7_30305796,0.5137824492793627,MAT
1,CE10_chr7_30313559,0.5622139544703993,MAT
1,CE10_chr7_30826932,0.5326975197657036,MAT
1,CE10_chr7_30828465,0.5137824492793627,MAT
1,CE10_chr7_39927553,0.45407768465812703,MAT
1,CE10_chr1_41673992,0.6351626182318503,MAT
1,CE10_chr1_41675824,0.6748010178501419,MAT
1,CE10_chr2_53388916,0.629395196164544,MAT
1,CE10_chr5_47349886,0.7753766700261123,MAT
1,CE10_chr7_28981283,0.6808928078529443,MAT
1,CE10_chr7_29157516,0.6661335534274676,MAT
1,CE10_chr7_29158559,0.6668175614776066,MAT
1,CE10_chr7_29209726,0.6687819650995349,MAT
1,CE10_chr7_29391174,0.7184705482382722,MAT
1,CE10_chr7_29391174,0.672356100572296,MAT
1,CE10_chr7_29724587,0.6808928078529443,MAT
1,CE10_chr7_29729519,0.672356100572296,MAT
1,CE10_chr7_29733752,0.6290755825425354,MAT
1,CE10_chr7_29733752,0.6787321945629629,MAT
1,CE10_chr7_30015050,0.6836189784860327,MAT
1,CE10_chr7_30018325,0.6817846288922155,MAT
1,CE10_chr7_30018325,0.672356100572296,MAT
1,CE10_chr7_30059557,0.6668175614776066,MAT
1,CE10_chr7_30096296,0.780346533544938,MAT
1,CE10_chr7_30096296,0.672356100572296,MAT
1,CE10_chr7_30250512,0.6668175614776066,MAT
2,CE10_chr1_41675824,0.41087842276427367,MAT
2,CE10_chr1_41675881,0.4976178394884556,MAT
2,CE10_chr1_41676505,0.45330307500716854,MAT
2,CE10_chr1_41676505,0.40564188516435046,MAT
2,CE10_chr1_41676527,0.4248138447260639,MAT
2,CE10_chr1_41676527,0.4382339330374368,MAT
2,CE10_chr2_13563156,0.47864979064507424,MAT
2,CE10_chr2_44949494,0.5626204883112033,MAT
2,CE10_chr2_53399591,0.5325060137121022,MAT
2,CE10_chr5_9882430,0.4826343897738254,MAT
2,CE10_chr5_9882430,0.409745271773575,MAT
2,CE10_chr5_47349886,0.4096522087601075,MAT
2,CE10_chr6_257233,0.5110493787299984,MAT
2,CE10_chr6_1416066,0.43707655798559897,MAT
2,CE10_chr6_1416066,0.5110493787299984,MAT
2,CE10_chr6_60718601,0.4090436969316259,MAT
2,CE10_chr7_23731913,0.566620484351794,MAT
2,CE10_chr7_23731913,0.4462126721449146,MAT
2,CE10_chr7_28948567,0.5127312420423016,MAT
2,CE10_chr7_28981283,0.4123086990779634,MAT
2,CE10_chr7_28997091,0.5137824492793627,MAT
2,CE10_chr7_29107623,0.5066929299245775,MAT
2,CE10_chr7_29157516,0.4123086990779634,MAT
2,CE10_chr7_29209726,0.4123086990779634,MAT
2,CE10_chr7_29391174,0.47294877640131094,MAT
2,CE10_chr7_29724587,0.4123086990779634,MAT
2,CE10_chr7_29724587,0.5884118501299708,MAT
2,CE10_chr7_29729519,0.47294877640131094,MAT
2,CE10_chr7_29729519,0.5788390854130613,MAT
2,CE10_chr7_30015050,0.4123086990779634,MAT
2,CE10_chr7_30015050,0.5230166858233409,MAT
2,CE10_chr7_30016447,0.5066929299245775,MAT
2,CE10_chr7_30018325,0.47294877640131094,MAT
2,CE10_chr7_30059557,0.4123086990779634,MAT
2,CE10_chr7_30096296,0.4123086990779634,MAT
2,CE10_chr7_30103040,0.5230166858233409,MAT
2,CE10_chr7_30103040,0.5642779592106439,MAT
2,CE10_chr7_30250512,0.5137824492793627,MAT
2,CE10_chr7_30305796,0.5137824492793627,MAT
2,CE10_chr7_30313559,0.5622139544703993,MAT
2,CE10_chr7_30826932,0.5326975197657036,MAT
2,CE10_chr7_30828465,0.5137824492793627,MAT
2,CE10_chr7_39927553,0.45407768465812703,MAT
2,CE10_chr1_41673992,0.6351626182318503,MAT
