Site,Year,SNP_ID,SNP_Freq
1,2010,CE10_chr1_1403063,0.94444444
1,2011,CE10_chr1_1403063,0.92857143
1,2012,CE10_chr1_1403063,0.90000000
1,2013,CE10_chr1_1403063,0.90000000
1,2014,CE10_chr1_1403063,1.0000000
1,2010,CE10_chr1_5514292,0.50000000
1,2011,CE10_chr1_5514292,NA
1,2012,CE10_chr1_5514292,NA
1,2013,CE10_chr1_5514292,1.00000000
1,2014,CE10_chr1_5514292,NA
1,2010,CE10_chr1_8182070,0.27777778
1,2011,CE10_chr1_8182070,0.00000000
1,2012,CE10_chr1_8182070,0.00000000
1,2013,CE10_chr1_8182070,0.08333333
1,2014,CE10_chr1_8182070,0.1875000
1,2010,CE10_chr1_8392635,0.12500000
1,2011,CE10_chr1_8392635,0.00000000
1,2012,CE10_chr1_8392635,0.00000000
1,2013,CE10_chr1_8392635,0.00000000
1,2014,CE10_chr1_8392635,0.0000000
1,2010,CE10_chr1_8698294,0.10000000
1,2011,CE10_chr1_8698294,0.12500000
1,2012,CE10_chr1_8698294,0.00000000
1,2013,CE10_chr1_8698294,0.00000000
1,2014,CE10_chr1_8698294,0.0000000
1,2010,CE10_chr1_17055834,0.22222222
1,2011,CE10_chr1_17055834,0.00000000
1,2012,CE10_chr1_17055834,0.00000000
1,2013,CE10_chr1_17055834,0.16666667
1,2014,CE10_chr1_17055834,0.0000000
1,2010,CE10_chr1_39265792,0.88888889
1,2011,CE10_chr1_39265792,1.00000000
1,2012,CE10_chr1_39265792,1.00000000
1,2013,CE10_chr1_39265792,0.91666667
1,2014,CE10_chr1_39265792,1.0000000
1,2010,CE10_chr1_39964809,1.00000000
1,2011,CE10_chr1_39964809,1.00000000
1,2012,CE10_chr1_39964809,1.00000000
1,2013,CE10_chr1_39964809,1.00000000
1,2014,CE10_chr1_39964809,1.0000000
1,2010,CE10_chr1_43451380,1.00000000
1,2011,CE10_chr1_43451380,NA
1,2012,CE10_chr1_43451380,1.00000000
1,2013,CE10_chr1_43451380,1.00000000
1,2014,CE10_chr1_43451380,1.0000000
1,2010,CE10_chr2_2826206,0.77777778
1,2011,CE10_chr2_2826206,0.71428571
1,2012,CE10_chr2_2826206,0.58333333
1,2013,CE10_chr2_2826206,0.58333333
1,2014,CE10_chr2_2826206,0.5555556
1,2010,CE10_chr2_3175760,0.22222222
1,2011,CE10_chr2_3175760,0.00000000
1,2012,CE10_chr2_3175760,0.00000000
1,2013,CE10_chr2_3175760,0.16666667
1,2014,CE10_chr2_3175760,0.1666667
1,2010,CE10_chr2_7272434,0.88888889
1,2011,CE10_chr2_7272434,1.00000000
1,2012,CE10_chr2_7272434,1.00000000
1,2013,CE10_chr2_7272434,1.00000000
1,2014,CE10_chr2_7272434,0.9500000
1,2010,CE10_chr2_8830058,0.16666667
1,2011,CE10_chr2_8830058,0.00000000
1,2012,CE10_chr2_8830058,0.00000000
1,2013,CE10_chr2_8830058,0.00000000
1,2014,CE10_chr2_8830058,0.0000000
1,2010,CE10_chr2_8832748,0.00000000
1,2011,CE10_chr2_8832748,0.00000000
1,2012,CE10_chr2_8832748,0.00000000
1,2013,CE10_chr2_8832748,0.00000000
1,2014,CE10_chr2_8832748,0.0000000
1,2010,CE10_chr2_10745597,1.00000000
1,2011,CE10_chr2_10745597,1.00000000
1,2012,CE10_chr2_10745597,1.00000000
1,2013,CE10_chr2_10745597,1.00000000
1,2014,CE10_chr2_10745597,1.0000000
1,2010,CE10_chr2_11329241,0.00000000
1,2011,CE10_chr2_11329241,0.00000000
1,2012,CE10_chr2_11329241,0.00000000
1,2013,CE10_chr2_11329241,0.00000000
1,2014,CE10_chr2_11329241,0.0000000
1,2010,CE10_chr2_15231798,1.00000000
1,2011,CE10_chr2_15231798,1.00000000
1,2012,CE10_chr2_15231798,1.00000000
1,2013,CE10_chr2_15231798,1.00000000
1,2014,CE10_chr2_15231798,1.0000000
1,2010,CE10_chr2_17818818,0.56250000
1,2011,CE10_chr2_17818818,0.21428571
1,2012,CE10_chr2_17818818,0.08333333
1,2013,CE10_chr2_17818818,0.50000000
1,2014,CE10_chr2_17818818,0.3750000
1,2010,CE10_chr2_19034374,0.50000000
1,2011,CE10_chr2_19034374,0.28571429
1,2012,CE10_chr2_19034374,0.08333333
1,2013,CE10_chr2_19034374,0.50000000
1,2014,CE10_chr2_19034374,0.3125000
1,2010,CE10_chr2_19473208,0.35714286
1,2011,CE10_chr2_19473208,0.85714286
1,2012,CE10_chr2_19473208,0.90000000
1,2013,CE10_chr2_19473208,0.70000000
1,2014,CE10_chr2_19473208,0.7222222
1,2010,CE10_chr2_23076503,0.05555556
1,2011,CE10_chr2_23076503,0.00000000
1,2012,CE10_chr2_23076503,0.00000000
1,2013,CE10_chr2_23076503,0.00000000
1,2014,CE10_chr2_23076503,0.0000000
1,2010,CE10_chr2_26384216,0.11111111
1,2011,CE10_chr2_26384216,0.00000000
1,2012,CE10_chr2_26384216,0.00000000
1,2013,CE10_chr2_26384216,0.00000000
1,2014,CE10_chr2_26384216,0.0000000
1,2010,CE10_chr2_36571386,0.83333333
1,2011,CE10_chr2_36571386,0.50000000
1,2012,CE10_chr2_36571386,0.33333333
1,2013,CE10_chr2_36571386,0.58333333
1,2014,CE10_chr2_36571386,0.4500000
1,2010,CE10_chr2_37693906,0.87500000
1,2011,CE10_chr2_37693906,1.00000000
1,2012,CE10_chr2_37693906,1.00000000
1,2013,CE10_chr2_37693906,1.00000000
1,2014,CE10_chr2_37693906,0.9500000
1,2010,CE10_chr2_40060841,0.37500000
1,2011,CE10_chr2_40060841,0.16666667
1,2012,CE10_chr2_40060841,0.08333333
1,2013,CE10_chr2_40060841,0.25000000
1,2014,CE10_chr2_40060841,0.0000000
1,2010,CE10_chr2_44069659,0.83333333
1,2011,CE10_chr2_44069659,0.80000000
1,2012,CE10_chr2_44069659,0.83333333
1,2013,CE10_chr2_44069659,0.62500000
1,2014,CE10_chr2_44069659,0.8125000
1,2010,CE10_chr2_46250259,0.85714286
1,2011,CE10_chr2_46250259,0.75000000
1,2012,CE10_chr2_46250259,NA
1,2013,CE10_chr2_46250259,0.50000000
1,2014,CE10_chr2_46250259,0.6666667
1,2010,CE10_chr2_47439726,0.50000000
1,2011,CE10_chr2_47439726,0.28571429
1,2012,CE10_chr2_47439726,0.41666667
1,2013,CE10_chr2_47439726,0.58333333
1,2014,CE10_chr2_47439726,0.5000000
1,2010,CE10_chr2_48129635,0.88888889
1,2011,CE10_chr2_48129635,0.92857143
1,2012,CE10_chr2_48129635,1.00000000
1,2013,CE10_chr2_48129635,0.91666667
1,2014,CE10_chr2_48129635,1.0000000
1,2010,CE10_chr2_52770191,0.88888889
1,2011,CE10_chr2_52770191,1.00000000
1,2012,CE10_chr2_52770191,1.00000000
1,2013,CE10_chr2_52770191,1.00000000
1,2014,CE10_chr2_52770191,1.0000000
1,2010,CE10_chr2_53034410,1.00000000
1,2011,CE10_chr2_53034410,1.00000000
1,2012,CE10_chr2_53034410,1.00000000
1,2013,CE10_chr2_53034410,1.00000000
1,2014,CE10_chr2_53034410,1.0000000
1,2010,CE10_chr3_1349149,1.00000000
1,2011,CE10_chr3_1349149,1.00000000
1,2012,CE10_chr3_1349149,1.00000000
1,2013,CE10_chr3_1349149,1.00000000
1,2014,CE10_chr3_1349149,1.0000000
1,2010,CE10_chr3_5213913,0.50000000
1,2011,CE10_chr3_5213913,0.50000000
1,2012,CE10_chr3_5213913,0.50000000
1,2013,CE10_chr3_5213913,NA
1,2014,CE10_chr3_5213913,0.8750000
1,2010,CE10_chr3_6733679,1.00000000
1,2011,CE10_chr3_6733679,1.00000000
1,2012,CE10_chr3_6733679,1.00000000
1,2013,CE10_chr3_6733679,1.00000000
1,2014,CE10_chr3_6733679,1.0000000
1,2010,CE10_chr3_7553328,1.00000000
1,2011,CE10_chr3_7553328,1.00000000
1,2012,CE10_chr3_7553328,1.00000000
1,2013,CE10_chr3_7553328,1.00000000
1,2014,CE10_chr3_7553328,1.0000000
1,2010,CE10_chr3_11792849,0.94444444
1,2011,CE10_chr3_11792849,1.00000000
