Site,snp_ID,Slope
1,CE10_chr1_970299,-21.168173021696983
1,CE10_chr1_1710766,-20.00111917966687
1,CE10_chr1_3935625,0
1,CE10_chr1_4158343,0
1,CE10_chr1_4543968,-2.7472709265119026
1,CE10_chr1_4883983,-20.85801832234856
1,CE10_chr1_5275550,0
1,CE10_chr1_5680802,-0.6931472038932797
1,CE10_chr1_6660248,-0.33647227047835615
1,CE10_chr1_9309571,0
1,CE10_chr1_10178000,-21.77430881696156
1,CE10_chr1_11944367,0.8472978905165683
1,CE10_chr1_12627644,-22.31330554209827
1,CE10_chr1_12816210,0
1,CE10_chr1_13707681,-22.313305542098227
1,CE10_chr1_16459527,-22.313305542098227
1,CE10_chr1_17659164,-22.313305542098227
1,CE10_chr1_18150275,-22.46745623478265
1,CE10_chr1_18171707,-22.313305542098234
1,CE10_chr1_19299399,21.620158740800782
1,CE10_chr1_26724363,-0.4054650931081645
1,CE10_chr1_26739916,20.732855629129496
1,CE10_chr1_27859467,-22.467456234782652
1,CE10_chr1_28469128,-1.3121863975412884
1,CE10_chr1_30261327,-22.313305542098266
1,CE10_chr1_30799723,-22.313305542098227
1,CE10_chr1_30891352,-22.313305542098227
1,CE10_chr1_32138358,-0.3677247814928389
1,CE10_chr1_32177461,0
1,CE10_chr1_33048468,-21.486626970520934
1,CE10_chr1_35266308,-2.708050203435544
1,CE10_chr1_35323080,-6.859687419702946e-16
1,CE10_chr1_35890074,-1.1394342801883646
1,CE10_chr1_36349890,-0.22314352712822222
1,CE10_chr1_37462193,20.732855629129496
1,CE10_chr1_40120681,-1.0245043724215044e-9
1,CE10_chr1_42326355,21.00111914423693
1,CE10_chr1_44456092,1.4663370902256891
1,CE10_chr1_45581736,-22.649778182812636
1,CE10_chr2_2943201,0.32542242376796104
1,CE10_chr2_5853898,-1.1676051391550608
1,CE10_chr2_8598758,8.473135609638223e-12
1,CE10_chr2_9720251,0
1,CE10_chr2_11357851,-21.95663044574482
1,CE10_chr2_12090867,0
1,CE10_chr2_13314665,-21.64977785818747
1,CE10_chr2_14196018,-1.2527629534953684
1,CE10_chr2_15381778,-0.3101548788492941
1,CE10_chr2_15641526,-0.6539264542944586
1,CE10_chr2_15692736,0
1,CE10_chr2_19566994,20.732855629129496
1,CE10_chr2_20306981,0
1,CE10_chr2_20335422,-1.2527629813523307
1,CE10_chr2_20763853,-20.732855264100426
1,CE10_chr2_23132858,0
1,CE10_chr2_35216130,0
1,CE10_chr2_36425003,-0.6931471805599453
1,CE10_chr2_38092893,0
1,CE10_chr2_38155375,-0.25951119548508467
1,CE10_chr2_38341631,0
1,CE10_chr2_38387422,21.48662733705029
1,CE10_chr2_40988229,-2.197224540891776
1,CE10_chr2_41212535,-21.168173573886396
1,CE10_chr2_44435474,-0.5877866524576739
1,CE10_chr2_45409538,-1.0245043724215044e-9
1,CE10_chr2_46360887,-1.0245043724215044e-9
1,CE10_chr2_46855256,-1.3397743734936556
1,CE10_chr2_47778622,-21.467456329305634
1,CE10_chr2_49296691,-1.098612303668109
1,CE10_chr2_51543738,20.7328556301683
1,CE10_chr2_51886093,20.732855629129496
1,CE10_chr2_51920102,-23.16060319950946
1,CE10_chr3_351112,0
1,CE10_chr3_700094,-21.774308843488434
1,CE10_chr3_920348,1.2527629684953683
1,CE10_chr3_1298488,-21.956631004566717
1,CE10_chr3_5722050,-0.40546512894149744
1,CE10_chr3_6223902,-0.20067072091669655
1,CE10_chr3_6476887,0
1,CE10_chr3_7322715,20.732855629129496
1,CE10_chr3_7405723,-21.77430881696156
1,CE10_chr3_8446818,0
1,CE10_chr3_9928513,-21.001119512322436
1,CE10_chr3_10146750,0
1,CE10_chr3_11439775,-1.0414537607406922
1,CE10_chr3_12046617,-0.49247648297658136
1,CE10_chr3_13300939,-21.486626970520902
1,CE10_chr3_14258635,-2.0149030618755983
1,CE10_chr3_15926129,-0.1541506926842264
1,CE10_chr3_19145863,-1.5686159232471792
1,CE10_chr3_19362170,-0.6931471415599455
1,CE10_chr3_20467827,-1.0986122886681062
1,CE10_chr3_22629923,-1.0761394402700906
1,CE10_chr3_23306897,20.774309063900947
1,CE10_chr3_27415513,0
1,CE10_chr3_29719493,-0.46430559180642245
1,CE10_chr3_34048293,-1.3581234965976374
1,CE10_chr3_36718283,-0.6190392110435855
1,CE10_chr3_38164241,0
1,CE10_chr3_38289504,-1.0986122970014431
1,CE10_chr3_40985782,-21.486626970520938
1,CE10_chr3_41859666,-0.33647226062121344
1,CE10_chr3_42894345,0
1,CE10_chr3_44125357,8.833167378885311e-10
1,CE10_chr3_44138546,5.524002279711925e-7
1,CE10_chr3_46351912,-21.48662697052092
1,CE10_chr3_47199668,-23.566068523450742
1,CE10_chr3_48551676,0
1,CE10_chr3_48972833,-22.467456234782677
1,CE10_chr3_49445228,-0.05884050002293331
1,CE10_chr3_49464717,-2.4159137758367573
1,CE10_chr4_1496220,0.485507826070161
1,CE10_chr4_2687011,0
1,CE10_chr4_6565687,-0.48550782607016213
1,CE10_chr4_9457026,-1.0986122970014436
1,CE10_chr4_16042072,0
1,CE10_chr4_20932927,-22.313305542098227
1,CE10_chr4_21232631,0
1,CE10_chr4_21539145,-21.956630635016644
1,CE10_chr4_21843790,-1.021651235787296
1,CE10_chr4_25324386,0
1,CE10_chr4_26651202,-0.09531016480432468
1,CE10_chr4_27688811,-22.467456234782677
1,CE10_chr4_34515174,0
1,CE10_chr4_34716564,19.732855371173148
1,CE10_chr4_35639900,-22.313305542098266
1,CE10_chr4_36776956,-0.5108256359326576
1,CE10_chr4_37074507,0
1,CE10_chr4_37219347,0.04652001095956875
1,CE10_chr4_37350556,21.486627335966176
1,CE10_chr4_38660298,0
1,CE10_chr4_39593646,-2.2437446116291215
1,CE10_chr4_39741357,-1.3862943552865534
