Site,snp_ID,Slope
North,CE10_chr1_589881,-0.3526941173467507
Centre,CE10_chr1_589881,-0.02662555211341871
South,CE10_chr1_589881,18.919038563712075
North,CE10_chr1_1722642,-0.23427437718765448
Centre,CE10_chr1_1722642,-0.17436882850044902
South,CE10_chr1_1722642,0.15719674373480136
North,CE10_chr1_2450166,-0.17314689809567954
Centre,CE10_chr1_2450166,0.31246936239342354
South,CE10_chr1_2450166,0.1349767809052589
North,CE10_chr1_2508598,0.06488959650764535
Centre,CE10_chr1_2508598,-0.270509392361701
South,CE10_chr1_2508598,0.13252386926315476
North,CE10_chr1_3900247,-0.008434446370434234
Centre,CE10_chr1_3900247,0.3573813143847692
South,CE10_chr1_3900247,1.44820331414059e-14
North,CE10_chr1_4381849,-5.400516763159204e-15
Centre,CE10_chr1_4381849,-9.46802529069452
South,CE10_chr1_4381849,-5.400516763159204e-15
North,CE10_chr1_4577886,-0.026852610011247283
Centre,CE10_chr1_4577886,-0.12440141373006505
South,CE10_chr1_4577886,-0.07360436358575366
North,CE10_chr1_4610970,-0.1137170144720655
Centre,CE10_chr1_4610970,-0.018243343763043034
South,CE10_chr1_4610970,0.13778664595901477
North,CE10_chr1_4678896,-0.17299950839937747
Centre,CE10_chr1_4678896,0.003860390192036847
South,CE10_chr1_4678896,0.06042068534783908
North,CE10_chr1_6222009,2.685417941711255e-7
Centre,CE10_chr1_6222009,-0.33947754118559714
South,CE10_chr1_6222009,-0.3475906395761738
North,CE10_chr1_6600296,-0.10798491126365956
Centre,CE10_chr1_6600296,-0.16175263501627193
South,CE10_chr1_6600296,-0.5431769820337005
North,CE10_chr1_8058944,-0.0687165915768153
Centre,CE10_chr1_8058944,-0.004806270756407141
South,CE10_chr1_8058944,0.04809853184930517
North,CE10_chr1_9293767,-0.13516878721723966
Centre,CE10_chr1_9293767,0.26055591636168224
South,CE10_chr1_9293767,-18.9190386600522
North,CE10_chr1_9806779,-0.08874703776680834
Centre,CE10_chr1_9806779,-0.09082210444962958
South,CE10_chr1_9806779,0.016215389535923025
North,CE10_chr1_10420560,0.04538254781738514
Centre,CE10_chr1_10420560,0.1603230414531915
South,CE10_chr1_10420560,-5.400516763159204e-15
North,CE10_chr1_18070317,0.036646632975947314
Centre,CE10_chr1_18070317,0.9164302845951537
South,CE10_chr1_18070317,0.03505894966506406
North,CE10_chr1_33305321,0.2891550902387038
Centre,CE10_chr1_33305321,-5.400516763159204e-15
South,CE10_chr1_33305321,-5.400516763159204e-15
North,CE10_chr1_35198871,0.05018586156723051
